,rmse,rmse,mae,mae,r2,r2,dir_acc,dir_acc,avg_daily_pnl,avg_daily_pnl,vol,vol,sharpe,sharpe,hit_ratio,hit_ratio,turnover,turnover
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
horizon,,,,,,,,,,,,,,,,,,
target_h1,0.009491107861082098,,0.006973226468923583,,-0.5597504113562513,,0.5,,-0.00021390515996041166,,0.007635561823061868,,-0.445,,0.5,,0.933,
