date,z_ret_1,z_ret_2,z_ret_5,z_vol_20,z_ma_10,z_ma_20,z_ma_gap,z_rsi_14,z_vol_z,z_dow,z_pca_1,z_pca_2,z_pca_3,z_pca_4,z_pca_5,z_pca_6,z_pca_7,z_pca_8,z_pca_9,z_pca_10,z_pca_11,z_pca_12,z_has_news,z_pca_1_large,z_pca_2_large,z_pca_3_large,z_pca_4_large,z_pca_5_large,z_pca_6_large,z_pca_7_large,z_pca_8_large,z_pca_9_large,z_pca_10_large,z_pca_11_large,z_pca_12_large,z_pca_13_large,z_pca_14_large,z_has_news_large,target_h1,target_h5,target_h20,Symbol
2014-01-16,-0.15846174732489082,1.0411890044796206,0.17115261084484765,-0.4336755343785711,-1.30862888759546,-1.30912308640281,0.11452888333772862,-0.2650517585843337,-0.8134913986315528,0.69733387271602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0042385410806407,-0.0304444690218259,-0.0021713795671001,SPY
2014-01-17,-0.4239025378904593,0.21536555114620304,0.08624670750257629,-0.5818260526175102,-1.3079871550297273,-1.3078694479368902,-0.09055302458745233,-0.481466290081644,0.18597426892804472,1.412839312147767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029359749571105,-0.0311374308188181,0.0032616742018873,SPY
2014-01-21,0.224257997632019,-0.43866041924303334,-0.21614317374229258,-0.5819133247076241,-1.3064298239045564,-1.3062944677169455,-0.01187180021226638,-0.3333487790076906,-0.3434907137648833,-0.7336770061474737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006516978489923,-0.0281361493967642,-0.0063177248682944,SPY
2014-01-22,0.01789170534288685,-0.15046865801020848,0.4936108365472355,-0.6003677091728616,-1.3057281042328137,-1.3051185553810216,-0.01573566498165436,-0.5317593669029661,-1.0976928118261535,-0.01817156671572684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0082272868948338,-0.0384395721612733,-0.0010855536402889,SPY
2014-01-23,-0.7842540388679109,0.18220678593447348,0.050855566256988935,-0.5623056244332679,-1.3063528780137137,-1.3050070084442542,-0.3520372025465343,-0.46171174296338957,0.8581162109726773,0.69733387271602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0215663138524542,-0.0196680541113849,0.0060002513117751,SPY
2014-01-24,-1.9893291701669396,-0.5772127732945243,-0.5403392723608325,-0.28281558401209683,-1.3104174400037485,-1.3067407997575726,-1.1696174079800779,-1.2507120538548906,2.6895621496429905,1.412839312147767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0049315028776328,-0.0039769683179713,0.0330979616016007,SPY
2014-01-27,-0.48650613192685943,-2.088669986879323,-1.4211261308627274,-0.2992205913640591,-1.3156629152275243,-1.3092513874249416,-1.3012746650836464,-1.3022185948706912,1.8723939419176698,-1.4491824455792206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059372563791644,-0.0218080912718594,0.0376510847774111,SPY
2014-01-28,0.4953999343893122,-1.8644628618605046,-1.4512432339551309,-0.2692340696205907,-1.3179047834667614,-1.3113027448108456,-1.0147668876466163,-1.3178223497765165,0.14854604142148947,-0.7336770061474737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0096517249155168,-0.0207653162851411,0.0317675882588242,SPY
2014-01-29,-0.9129406994658379,0.0065627809610640025,-1.320803284177741,-0.23407122641128614,-1.3233128296618208,-1.3140793857505373,-1.3263836330811902,-1.5490885463475224,2.5755361602877427,-0.01817156671572684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105442311550545,-0.0123684157472583,0.0466532019952499,SPY
2014-01-30,0.9116035113507813,-0.31454667495019223,-1.768604659304383,-0.1765306535280297,-1.327959344900648,-1.3164226169393658,-0.84927312393048,-1.1523512545201984,0.3158877696274469,0.69733387271602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0058752280590406,-0.0098117677221827,0.0386352161113787,SPY
2014-01-31,-0.5717642058859577,-0.0011412563470139673,-0.9527678458418324,-0.20158568525907297,-1.3332989485729434,-1.3184568434733928,-1.0311842538891443,-1.3795631050918298,1.969171040957423,1.412839312147767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022762625831521,0.0083831147860005,0.0374535704188838,SPY
2014-02-03,-2.097406454951564,0.25576802484801076,-0.27081098974504186,0.010827146459650343,-1.3414024985136797,-1.3221991530184591,-1.8310747805804748,-1.5384058223981496,2.964249682672121,-1.4491824455792206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069800313658827,0.0329809791355764,0.0741738496488748,SPY
2014-02-04,0.58960637148756,-2.010046303214446,-1.045776897803048,0.04846523219468207,-1.3489241591407222,-1.3251904306259148,-1.4834427519024282,-1.697714510812063,1.0889004649539655,-0.7336770061474737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001254824377634,0.0368851382482295,0.0680995766786392,SPY
2014-02-05,-0.15434743397931636,-1.1355227476687688,-1.0004564170586698,0.01823524991738882,-1.356736772416499,-1.3287567421115687,-1.4426013856640518,-1.942330226477138,1.0675450740990913,-0.01817156671572684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131008791801301,0.0386343757574003,0.0716418167314696,SPY
2014-02-06,1.1425763524951855,0.3276199535167988,-0.6355152034827645,0.11609012552442764,-1.3612805439523066,-1.3313489117534603,-0.8581880706981351,-1.426409501535458,0.43548776037275405,0.69733387271602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123196544491426,0.0306828782727182,0.0589663811486955,SPY
2014-02-07,1.0719989034608703,0.7440118299103409,-0.52439965212567,0.19236249771037903,-1.360604574141417,-1.3330483852488624,-0.319862331254837,-0.9607150278267576,1.1617951734849432,1.412839312147767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018352385180548,0.0238669429866966,0.0461151669134078,SPY
2014-02-10,0.1248152037134657,1.667462776785566,0.26637576238002764,0.18992824338635667,-1.3588931274617169,-1.3348207991379153,-0.19926804035325058,-0.9943694542715918,-0.42532771556815824,-1.4491824455792206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108841904785359,0.0232262171569885,0.039324817543795,SPY
2014-02-11,0.9423161358684666,0.9010785443369347,1.335433854304638,0.17549228486453297,-1.3564030471869806,-1.334696313878766,0.24078783627635655,-0.71781126725541,0.08678341463559225,-0.7336770061474737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004944131315367,0.0056986025653813,0.0287078622525163,SPY
2014-02-12,0.003682280461947074,0.8034261350048557,1.505114149806185,0.12512576035594045,-1.352364123171377,-1.3353829668405102,0.27924691955887626,-0.5217722119889565,-0.3763666936183965,-0.01817156671572684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051493816954479,0.0110880585108423,0.0169370057341557,SPY
2014-02-13,0.4242217149477183,0.7122118432022068,1.5811384943306048,0.12403415099982924,-1.3491295186765644,-1.3360910794608765,0.5097591035616398,0.20832816676476035,-0.2580225008596122,0.69733387271602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005503719163121,0.0047971948726246,0.0089754646141093,SPY
