,rmse,rmse,mae,mae,r2,r2,dir_acc,dir_acc,avg_daily_pnl,avg_daily_pnl,vol,vol,sharpe,sharpe,hit_ratio,hit_ratio,turnover,turnover
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
horizon,,,,,,,,,,,,,,,,,,
target_h1,0.008143245231633914,,0.00578358338438508,,-0.14819676326360853,,0.503968253968254,,-0.00023812846539323975,,0.007644599111872997,,-0.494,,0.504,,0.52,
