date,z_ret_1,z_ret_2,z_ret_5,z_vol_20,z_ma_10,z_ma_20,z_ma_gap,z_rsi_14,z_vol_z,z_dow,z_pca_1,z_pca_2,z_pca_3,z_pca_4,z_pca_5,z_pca_6,z_pca_7,z_pca_8,z_pca_9,z_pca_10,z_pca_11,z_pca_12,z_has_news,z_pca_1_large,z_pca_2_large,z_pca_3_large,z_pca_4_large,z_pca_5_large,z_pca_6_large,z_pca_7_large,z_pca_8_large,z_pca_9_large,z_pca_10_large,z_pca_11_large,z_pca_12_large,z_pca_13_large,z_pca_14_large,z_has_news_large,target_h1,target_h5,target_h20,Symbol
2012-01-13,-0.565217204983985,0.13308020591922406,0.40539864838588363,0.16620618375049548,-1.3882324655911864,-1.4071075054505027,0.7232828520238368,0.589673975042665,-0.34962340929995006,1.4134336103010594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00387297702708,0.0212714552350812,0.0493665451920506,SPY
2012-01-17,0.323376482764716,-0.29753824991605116,0.2807028521775351,0.16635383750454877,-1.3846968718450814,-1.4034351684316742,0.7569231617397173,0.45747279989486417,-0.9451592157809751,-0.7283900204618207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0109960261743768,0.0162584950376833,0.0442368607159338,SPY
2012-01-18,1.0220086712375094,-0.18656117630007274,0.35000328161989447,0.19192036585728386,-1.381686021967415,-1.3991839325609405,1.0966292567033522,0.7224913151791703,-0.5194191146073043,-0.014448810207527314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052624688633065,0.0135948940627192,0.0285701793584713,SPY
2012-01-19,0.4596585302887595,1.029898649308239,0.463046774697902,0.08642972458870708,-1.3782240593354094,-1.3940111113312326,1.1369825757944638,1.5894946378913828,-0.9687095433195829,0.699492400046766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003720280543324,0.003189436969496,0.0343197630634497,SPY
2012-01-20,0.3083999360060797,1.1343460617706016,0.6888977545962438,-0.304507115939697,-1.3746239811974534,-1.390297085801304,1.1638349453167962,1.4988307448917355,-0.7939622432385176,1.4134336103010594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025802973730062,-0.0009857917636377,0.0332416954104681,SPY
2012-01-23,-0.3095638667566178,0.5874318697724777,0.752225258710422,-0.2842121165959322,-1.3710331573902428,-1.386851665441778,0.910544788514153,1.6626876331804201,-0.8788855774594889,-1.442331230716114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011399831703178,-0.001824997724297,0.0362619929133503,SPY
2012-01-24,-0.16829713635724722,-0.0021049800118738637,0.8769303996034501,-0.29996370570832015,-1.3678658268231314,-1.383985089810806,0.7473398771392726,1.272883493598418,-1.1764536379345751,-0.7283900204618207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083324251994127,-0.0010656327223648,0.0341729276649154,SPY
2012-01-25,0.7607613683091506,-0.36744859379892875,0.6370969267799486,-0.3047481700496063,-1.3647077505867653,-1.3811277918242493,1.020564063154528,1.427213329458415,0.10447255934253641,-0.014448810207527314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0051429882299167,-0.0006791079399484,0.030241344928255,SPY
2012-01-26,-0.5609138553246525,0.45285535178177383,0.5096631058664491,-0.26979746815323835,-1.3622402070432764,-1.3786317130821968,0.687912549084344,0.9560924716873865,-0.07649120140136668,0.699492400046766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004549481898097,0.0060482625109932,0.0375777262334899,SPY
2012-01-27,-0.10110856616544732,0.15195144601697838,0.011838105724008568,-0.4368454464009494,-1.3601133340666653,-1.3753946811548183,0.5434337863323909,1.1131442086491645,-0.7411002642010808,1.4134336103010594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034195033336654,0.0204244707402247,0.0397109242953295,SPY
