date,z_ret_1,z_ret_2,z_ret_5,z_vol_20,z_ma_10,z_ma_20,z_ma_gap,z_rsi_14,z_vol_z,z_dow,z_pca_1,z_pca_2,z_pca_3,z_pca_4,z_pca_5,z_pca_6,z_pca_7,z_pca_8,z_pca_9,z_pca_10,z_pca_11,z_pca_12,z_has_news,z_pca_1_large,z_pca_2_large,z_pca_3_large,z_pca_4_large,z_pca_5_large,z_pca_6_large,z_pca_7_large,z_pca_8_large,z_pca_9_large,z_pca_10_large,z_pca_11_large,z_pca_12_large,z_pca_13_large,z_pca_14_large,z_has_news_large,target_h1,target_h5,target_h20,Symbol
2010-01-13,0.853673570389244,-0.6990872869551071,-0.11248972246865119,-0.3420828329359319,-1.3759046599203337,-1.387698506998853,0.687524317278455,0.6927555432612417,0.04009956778037414,-0.018416350585972994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027010933817042,-0.0258057800729885,-0.0582883387409625,SPY
2010-01-14,0.23733636578505687,-0.15222943603674663,0.2779246814228149,-0.3773745057666562,-1.372830024006858,-1.3850251868555656,0.7307650030977108,0.7148583901598583,-0.7037892577130408,0.6955713952086748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0112880047478505,-0.0510508350938945,-0.061822046253483,SPY
2010-01-15,-1.2726513094932972,0.7887539734999152,0.20139342409948682,-0.23350611436383625,-1.370023300010823,-1.3832858818900036,0.09687913212684114,-0.04792516551634317,0.8655180356182669,1.4095591410033226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0124184114791212,-0.0346484453907267,-0.0349214217450484,SPY
2010-01-19,1.2862267537121623,-0.7467875938505056,-0.5387286275127886,-0.30305364726526596,-1.3678161957929302,-1.3797844007138471,0.6035818599147169,0.27415131470192344,-0.3057329862194627,-0.7324040963806208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0102211161948151,-0.0512661774277258,-0.0426125061099558,SPY
2010-01-20,-1.1574910217421175,0.01067651969800789,0.019640107132087595,-0.18715469879045654,-1.3674845526077593,-1.3774287922782942,0.0037992469203762193,-0.08545281532784614,0.9810884023987873,-0.018416350585972994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0194161639911483,-0.0362985343775372,-0.0265135764974839,SPY
2010-01-21,-2.1500073882350366,0.09384039104382992,-0.02344595087629379,0.06249280143347442,-1.3700489244559972,-1.3771919606657894,-0.9720984370475068,-0.6616189897424395,2.8705011574615513,0.6955713952086748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0225439616392018,-0.0284216493567726,-0.0050260669879351,SPY
2010-01-22,-2.487622855335613,-2.3876620407012688,-1.433051894840847,0.3730647020274531,-1.3764022993220224,-1.378805084375417,-2.0186465242674867,-0.944670712267161,2.6890721370676625,1.4095591410033226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051143849553172,-0.0168056376176348,0.0176980509590141,SPY
2010-01-25,0.49782782129282754,-3.348226787821037,-2.7118557252290088,0.3908468646840816,-1.3825261536654974,-1.3802005613193942,-1.7241457760623387,-1.3089752979168436,0.4039967286453193,-1.4463918421752686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041993205578778,-0.0064888788700612,0.000364129591861,SPY
2010-01-26,-0.5074964966762093,-1.436072598124182,-1.8809825596700473,0.37477377352111835,-1.3894409897466844,-1.3822297482825043,-1.8599102763075106,-1.4763002309170223,0.7794752631411176,-0.7324040963806208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047465268553734,0.0097410874700081,0.0137197490938802,SPY
2010-01-27,0.45812110167285924,-0.006109396783251224,-2.7227640239481103,0.39018821610260773,-1.394327148463454,-1.3840796387032597,-1.5669288564091446,-1.3437567276277003,1.6284076762256077,-0.018416350585972994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0115392789703836,0.0,0.0076185276105009,SPY
