,rmse,rmse,mae,mae,r2,r2,dir_acc,dir_acc,avg_daily_pnl,avg_daily_pnl,vol,vol,sharpe,sharpe,hit_ratio,hit_ratio,turnover,turnover
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
horizon,,,,,,,,,,,,,,,,,,
target_h1,0.00760334340675955,,0.0054606403119499694,,-0.0009917609082628065,,0.5,,0.00030671535237290055,,0.007638347132123581,,0.637,,0.5,,0.321,
