,rmse,rmse,mae,mae,r2,r2,dir_acc,dir_acc,avg_daily_pnl,avg_daily_pnl,vol,vol,sharpe,sharpe,hit_ratio,hit_ratio,turnover,turnover
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
horizon,,,,,,,,,,,,,,,,,,
target_h1,0.008411991222007585,,0.006096628642019009,,-0.02386273828288732,,0.49603174603174605,,-1.4896235216260905e-05,,0.008334622793221695,,-0.028,,0.496,,0.274,
