,rmse,rmse,mae,mae,r2,r2,dir_acc,dir_acc,avg_daily_pnl,avg_daily_pnl,vol,vol,sharpe,sharpe,hit_ratio,hit_ratio,turnover,turnover
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
horizon,,,,,,,,,,,,,,,,,,
target_h1,0.008921145607789893,,0.006697250954235796,,-0.3780422932281271,,0.5238095238095238,,8.016848156401707e-05,,0.007648432557824473,,0.166,,0.524,,0.702,
