Price,Open,High,Low,Close,Adj Close,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,,
2006-02-24,208.78250122070312,210.0,207.03750610351562,208.75750732421875,140.42520141601562,1097336
2006-02-27,208.375,211.875,208.3000030517578,211.2949981689453,142.1321258544922,2521112
2006-02-28,211.875,213.0,208.75,212.60000610351562,143.00997924804688,2821744
2006-03-01,212.5,218.1750030517578,210.90750122070312,217.52499389648438,146.3229217529297,4506152
2006-03-02,218.1750030517578,219.25,215.0449981689453,217.72500610351562,146.45742797851562,3277696
2006-03-03,217.75,217.75,212.1699981689453,213.22000122070312,143.42706298828125,2124440
2006-03-06,214.5,219.125,213.75,218.03750610351562,146.66758728027344,3631584
2006-03-07,217.52000427246094,218.75,215.0,215.58749389648438,145.01956176757812,1985168
2006-03-08,216.5,217.5,213.125,215.32000732421875,144.83966064453125,3813488
2006-03-09,215.0,216.0,211.25,215.6074981689453,145.0330352783203,4662712
2006-03-10,211.5,221.875,211.25,220.45750427246094,148.29547119140625,6434944
2006-03-13,221.72500610351562,230.9499969482422,221.72500610351562,228.5749969482422,153.7559051513672,7178552
2006-03-14,228.1125030517578,228.46249389648438,223.8874969482422,225.39500427246094,151.6168212890625,3477456
2006-03-16,227.125,229.9875030517578,225.78750610351562,229.4250030517578,154.32772827148438,4600064
2006-03-17,230.0,235.0625,230.0,232.625,156.48025512695312,5932240
2006-03-20,234.25,239.375,233.1875,238.5,160.43222045898438,7012872
2006-03-21,238.5,241.875,237.33250427246094,239.39999389648438,161.03761291503906,5301384
2006-03-22,240.0,240.0,235.14999389648438,236.6699981689453,159.201171875,5121168
2006-03-23,237.5,239.875,233.53250122070312,234.27499389648438,157.59010314941406,2644488
2006-03-24,235.875,238.125,233.63250732421875,236.4324951171875,159.0413818359375,2917384
2006-03-27,236.875,238.75,235.69500732421875,236.3699951171875,158.99940490722656,2928432
2006-03-28,237.5,238.875,235.125,235.9499969482422,158.7169189453125,3751272
2006-03-29,234.875,237.8625030517578,233.375,237.27000427246094,159.60479736328125,4284296
2006-03-30,237.8625030517578,251.25,237.8625030517578,246.0124969482422,165.48562622070312,5784168
2006-03-31,244.7375030517578,244.7375030517578,238.75,239.4375,161.062744140625,2920168
2006-04-03,240.875,244.5,240.0,243.84500122070312,164.02764892578125,3105672
2006-04-04,243.8000030517578,245.0,242.50750732421875,243.57000732421875,163.8425750732422,2971608
2006-04-05,243.7624969482422,245.64500427246094,240.0,241.50750732421875,162.45530700683594,2776928
2006-04-07,243.5,249.625,234.375,236.15750122070312,158.85641479492188,7385560
2006-04-10,237.5,239.9949951171875,235.0,236.7624969482422,159.26339721679688,7034440
2006-04-12,237.27499389648438,237.5,220.375,222.60000610351562,149.7367706298828,13157376
2006-04-13,225.625,228.71249389648438,221.25,224.64500427246094,151.1123046875,8601672
2006-04-17,228.125,238.875,226.90750122070312,238.32000732421875,160.31103515625,9688752
2006-04-18,247.25,261.0,247.25,251.1875,168.9666748046875,14778488
2006-04-19,253.625,256.25,249.75,251.59500122070312,169.2408447265625,9803312
2006-04-20,252.4875030517578,253.1199951171875,246.875,248.7375030517578,167.3186798095703,6296944
2006-04-21,250.0,253.7449951171875,245.625,249.88250732421875,168.08888244628906,4973000
2006-04-24,249.75,249.95750427246094,245.625,247.40750122070312,166.4239959716797,5234808
2006-04-25,247.4875030517578,247.4875030517578,237.375,240.8699951171875,162.02638244628906,5702208
2006-04-26,241.0,244.5,238.75,242.7949981689453,163.3212890625,7071136
2006-04-27,242.7949981689453,250.375,241.25,243.2324981689453,163.6156005859375,7164848
2006-04-28,238.375,248.875,228.7949981689453,247.25750732421875,166.32310485839844,5292360
2006-05-02,248.0,253.0500030517578,247.5,251.64500427246094,169.27442932128906,6239280
2006-05-03,253.0,254.9875030517578,251.88250732421875,253.94500732421875,170.82159423828125,3148160
2006-05-04,253.5,257.23748779296875,252.66250610351562,255.46249389648438,171.8423309326172,3929824
2006-05-05,256.875,256.875,249.375,250.83250427246094,168.72789001464844,2710520
2006-05-08,252.625,261.5,251.25,252.4324951171875,169.80421447753906,1484712
2006-05-09,254.0,255.5500030517578,250.625,253.1074981689453,170.25828552246094,1800392
2006-05-10,255.5500030517578,255.875,250.28750610351562,252.71249389648438,169.99252319335938,1978192
2006-05-11,253.66250610351562,253.66250610351562,250.6750030517578,252.33749389648438,169.74020385742188,1964024
2006-05-12,251.375,253.1074981689453,246.28750610351562,249.52000427246094,167.84503173828125,2777136
2006-05-15,247.5,250.125,240.0,245.1125030517578,164.88023376464844,4034504
2006-05-16,244.9949951171875,249.375,239.97500610351562,246.83749389648438,166.0405731201172,2671568
2006-05-17,249.375,252.5,248.75,252.07000732421875,169.5603790283203,1343368
2006-05-18,248.75,249.9875030517578,237.5,240.70750427246094,161.9171142578125,4542360
2006-05-19,243.75,244.97500610351562,231.4375,236.5449981689453,159.11709594726562,4868216
2006-05-22,240.0,240.0,218.0,222.5625,149.71142578125,4699416
2006-05-23,225.0,234.25,212.625,228.77499389648438,153.8904266357422,5388136
2006-05-24,233.75,235.0,220.0,223.83250427246094,150.5657501220703,5705568
2006-05-25,222.5,237.3000030517578,218.125,234.6199951171875,157.8222198486328,5839048
2006-05-26,236.25,237.5,230.125,233.2949981689453,156.93087768554688,2208184
2006-05-29,233.125,233.125,230.03750610351562,231.32000732421875,155.6024627685547,2802688
2006-05-30,233.125,236.8874969482422,229.375,232.5449981689453,156.4264678955078,4516056
2006-05-31,230.1374969482422,230.1374969482422,216.25,222.8625030517578,149.9132843017578,5769856
2006-06-01,228.125,228.125,211.25,213.6699981689453,143.72972106933594,5942760
2006-06-02,214.3625030517578,225.0,211.0,224.25,150.8466339111328,4213560
2006-06-05,224.25,225.5500030517578,219.28250122070312,220.9499969482422,148.6267547607422,3211680
2006-06-06,218.10000610351562,223.47500610351562,211.25,218.6125030517578,147.05442810058594,2971136
2006-06-07,225.0,225.0,211.65750122070312,212.9949951171875,143.275634765625,5410536
2006-06-08,215.625,215.625,201.39999389648438,205.9875030517578,138.5619354248047,5360992
2006-06-09,209.3074951171875,211.5,203.125,208.89500427246094,140.51776123046875,4061912
2006-06-12,212.375,212.375,202.625,204.84500122070312,137.7934112548828,3591904
2006-06-13,202.625,203.6750030517578,195.125,196.2949981689453,132.04212951660156,2736984
2006-06-14,195.2449951171875,203.1199951171875,181.40750122070312,185.45750427246094,124.75202941894531,12786016
2006-06-15,198.25,198.25,187.625,193.82000732421875,130.3772735595703,5967360
2006-06-16,198.25,214.375,197.5500030517578,210.625,142.09385681152344,8390168
2006-06-19,210.0,210.625,204.53250122070312,208.5449981689453,140.69064331054688,4294088
2006-06-20,211.0,211.0,200.0,200.9199981689453,135.54656982421875,3687920
2006-06-21,202.5,205.875,199.375,205.16250610351562,138.40872192382812,5963496
2006-06-22,206.25,211.25,206.25,209.59500122070312,141.39892578125,3668104
2006-06-23,206.25,212.5,203.125,211.8574981689453,142.9253387451172,3304720
2006-06-26,215.0,215.0,202.25750732421875,204.1875,137.75086975097656,6575056
2006-06-27,207.25,207.25,200.0,205.57000732421875,138.68362426757812,5002632
2006-06-28,202.5,214.07000732421875,200.75,212.3249969482422,143.2406768798828,4785400
2006-06-29,213.75,215.0,208.75,210.10000610351562,141.73965454101562,6318576
2006-06-30,216.875,220.875,213.20750427246094,217.34500122070312,146.62738037109375,5449760
2006-07-03,217.75,225.9375,216.5500030517578,225.02499389648438,151.8085174560547,4285520
2006-07-04,226.375,228.875,225.625,226.8874969482422,153.06500244140625,3584768
2006-07-05,227.125,232.75,225.0,230.3249969482422,155.38406372070312,4245072
2006-07-06,228.5,229.0,224.02000427246094,225.53750610351562,152.1542510986328,2310920
2006-07-07,227.46249389648438,228.97500610351562,217.5,218.33749389648438,147.29693603515625,2928672
2006-07-10,217.5,227.1999969482422,217.5,224.7949981689453,151.6533966064453,3859312
2006-07-11,225.0,226.875,220.39500427246094,221.2449951171875,149.25836181640625,3618984
2006-07-12,222.5,238.625,222.5,236.28750610351562,159.4065399169922,9521616
2006-07-13,236.5,237.34500122070312,231.28250122070312,233.4199981689453,157.47201538085938,5383576
2006-07-14,230.0,237.0,228.1374969482422,234.28750610351562,158.05728149414062,4949808
2006-07-17,235.60000610351562,239.25,231.375,232.375,156.7670135498047,8996832
2006-07-18,232.5,243.75,226.9375,229.3125,154.70095825195312,11043936
2006-07-19,235.25,236.875,218.19500732421875,219.69500732421875,148.2127685546875,14046384
2006-07-20,221.9875030517578,227.5,221.25,225.77000427246094,152.3111114501953,6312720
2006-07-21,224.75,225.60000610351562,219.0749969482422,220.94500732421875,149.0560302734375,4391664
2006-07-24,224.375,229.0,216.875,227.25750732421875,153.31463623046875,6825088
2006-07-25,230.0,231.875,228.13250732421875,230.91250610351562,155.7803955078125,4636600
2006-07-26,232.25,236.875,229.0625,236.10000610351562,159.28009033203125,5908720
2006-07-27,236.875,239.9949951171875,234.4375,237.46249389648438,160.19920349121094,7399848
2006-07-28,235.02499389648438,243.7375030517578,231.0,232.1125030517578,156.837646484375,3019608
2006-07-31,233.75,241.25,232.5,234.03750610351562,158.13833618164062,1724700
2006-08-01,215.75,234.9375,215.75,233.0,157.43724060058594,1762508
2006-08-02,231.25,235.625,230.0,235.0500030517578,158.8224639892578,1784732
2006-08-03,235.625,238.0,234.27499389648438,236.1750030517578,159.58261108398438,3010272
2006-08-04,240.0,240.9499969482422,235.75,237.1374969482422,160.2329864501953,2674200
2006-08-07,237.75,238.0,232.75,234.02499389648438,158.12989807128906,1719964
2006-08-08,235.0,239.5,233.75,238.6999969482422,161.28883361816406,1178400
2006-08-09,237.5,243.75,235.875,241.52499389648438,163.19761657714844,2052120
2006-08-10,240.25,243.75,240.0,241.4375,163.1385040283203,2279124
2006-08-11,242.47500610351562,243.46249389648438,239.25,241.89999389648438,163.45098876953125,1893972
2006-08-14,243.4375,243.75,239.75,241.16250610351562,162.95265197753906,1721428
2006-08-16,244.75,246.125,242.0,243.0500030517578,164.22804260253906,3804268
2006-08-17,243.75,245.75,239.5,240.03750610351562,162.19253540039062,2497168
2006-08-18,241.25,243.125,240.0,242.4250030517578,163.80575561523438,1803640
2006-08-21,244.0,244.0,239.25,242.3249969482422,163.73812866210938,2414088
2006-08-22,243.0,245.75,242.5,243.85000610351562,164.76858520507812,2178096
2006-08-23,244.0,244.6875,240.02499389648438,240.77499389648438,162.6908416748047,2497736
2006-08-24,242.5,243.72500610351562,238.3125,242.60000610351562,163.92404174804688,2369852
2006-08-25,242.75,244.22500610351562,241.91250610351562,243.60000610351562,164.5996856689453,2611752
2006-08-28,243.75,246.3249969482422,242.0749969482422,245.27499389648438,165.7314910888672,2300316
2006-08-29,246.25,248.0,245.75,247.52499389648438,167.25186157226562,2679596
2006-08-30,247.77499389648438,248.75,245.2624969482422,245.9499969482422,166.1875457763672,2744772
2006-08-31,246.0,251.0,246.0,249.5124969482422,168.59475708007812,6076856
2006-09-01,249.0,250.25,247.77499389648438,249.8125,168.79742431640625,1728728
2006-09-04,249.75,255.0,249.75,254.28750610351562,171.82115173339844,2010492
2006-09-05,255.75,257.5,250.25,251.4499969482422,169.90390014648438,3945288
2006-09-06,254.375,254.375,247.77499389648438,248.39999389648438,167.84303283691406,2800432
2006-09-07,245.0749969482422,248.75,245.0749969482422,246.6750030517578,166.67747497558594,1583584
2006-09-08,251.5,251.5,246.25,247.75,167.40380859375,1570564
2006-09-11,249.75,249.75,237.25,238.3625030517578,161.06076049804688,4073480
2006-09-12,238.75,245.0,238.0,244.47500610351562,165.19093322753906,1835256
2006-09-13,245.75,252.0,245.25,249.9875030517578,168.91571044921875,2307632
2006-09-14,252.25,254.0,250.47500610351562,253.35000610351562,171.18771362304688,2388728
2006-09-15,253.5,253.5,249.1750030517578,250.6750030517578,169.38023376464844,2359700
2006-09-18,251.75,252.75,248.02499389648438,249.03750610351562,168.27378845214844,1390388
2006-09-19,249.25,255.0,247.60000610351562,252.5124969482422,170.621826171875,3973944
2006-09-20,252.75,258.5,248.52499389648438,257.51251220703125,174.0003662109375,2695896
2006-09-21,258.0,264.4750061035156,254.5,263.25,177.877197265625,5107184
2006-09-22,261.25,263.4624938964844,257.5249938964844,259.88751220703125,175.60504150390625,2488644
2006-09-25,261.75,262.5,255.5625,256.3999938964844,173.24864196777344,1349580
2006-09-26,257.5,262.5,256.2250061035156,261.07501220703125,176.407470703125,3717008
2006-09-27,262.5,263.75,259.0375061035156,260.6625061035156,176.1288299560547,3352740
2006-09-28,261.26251220703125,262.25,253.25,255.1125030517578,172.378662109375,6121572
2006-09-29,255.52499389648438,258.7749938964844,255.0,255.5124969482422,172.64891052246094,1752804
2006-10-03,258.75,258.75,252.25,253.5749969482422,171.3396759033203,1632712
2006-10-04,254.0,254.0,245.83749389648438,246.85000610351562,166.7957305908203,6947628
2006-10-05,249.5,252.25,248.25,249.9375,168.88192749023438,5849400
2006-10-06,250.25,251.75,247.0,248.5500030517578,167.9443817138672,2766944
2006-10-09,246.25,252.25,245.1374969482422,250.53750610351562,169.28736877441406,1546832
2006-10-10,250.75,254.4499969482422,250.75,252.875,170.86672973632812,2769780
2006-10-11,257.5,269.8500061035156,257.5,261.1875,176.4834747314453,6773716
2006-10-12,262.5,271.25,260.25,270.63751220703125,182.86883544921875,5052848
2006-10-13,272.3500061035156,280.0,270.5249938964844,275.8999938964844,186.4246826171875,4874112
2006-10-16,281.25,287.5,278.75,282.42498779296875,190.83360290527344,9727060
2006-10-17,285.5,292.4375,277.5,279.2250061035156,188.67138671875,8749216
2006-10-18,277.5249938964844,279.25,275.25,276.5625,186.87229919433594,4995084
2006-10-19,276.5,278.1875,270.6625061035156,273.1000061035156,184.53271484375,3103620
2006-10-20,275.0,275.5,271.5249938964844,272.3999938964844,184.05972290039062,2129404
2006-10-23,273.7250061035156,273.7250061035156,265.3500061035156,270.0249938964844,182.95872497558594,1327904
2006-10-26,270.25,272.9750061035156,268.75,269.8125,182.81475830078125,5140212
2006-10-27,270.2875061035156,272.5,265.6000061035156,268.6625061035156,182.03549194335938,3126408
2006-10-30,269.0,272.0,265.04998779296875,269.8374938964844,182.8316192626953,4154172
2006-10-31,270.0,274.70001220703125,268.7749938964844,271.7749938964844,184.1443634033203,3430936
2006-11-01,274.25,276.4750061035156,270.07501220703125,270.79998779296875,183.48379516601562,1910904
2006-11-02,272.5,272.5,268.0,270.01251220703125,182.9502410888672,2204376
2006-11-03,271.25,272.0,264.5,266.73748779296875,180.73123168945312,3144440
2006-11-06,266.625,267.4750061035156,264.0,264.8500061035156,179.45240783691406,2536892
2006-11-07,268.5,271.2250061035156,265.04998779296875,266.2875061035156,180.42637634277344,3219180
2006-11-08,266.25,267.7250061035156,262.7875061035156,265.82501220703125,180.1129608154297,2436760
2006-11-09,267.25,268.75,263.3374938964844,265.8999938964844,180.1637420654297,3365420
2006-11-10,267.5,273.67498779296875,266.2749938964844,267.17498779296875,181.02764892578125,3313476
2006-11-13,267.70001220703125,270.0,266.5249938964844,268.9375,182.22177124023438,2023316
2006-11-14,270.25,277.5,270.25,276.5625,187.38832092285156,6003860
2006-11-15,278.75,280.5,272.63751220703125,274.20001220703125,185.7874755859375,2698040
2006-11-16,275.0,276.5,270.875,271.8374938964844,184.1868438720703,2101688
2006-11-17,273.5,274.375,270.29998779296875,273.7875061035156,185.50808715820312,2221684
2006-11-20,271.26251220703125,280.25,266.38751220703125,279.4624938964844,189.35316467285156,5174936
2006-11-21,279.04998779296875,288.0,278.5,287.13751220703125,194.55352783203125,4158152
2006-11-22,288.5,292.75,283.8374938964844,287.0249938964844,194.47727966308594,5591464
2006-11-23,289.0,292.3500061035156,285.0,286.0375061035156,193.80810546875,3870324
2006-11-24,287.5,289.2250061035156,284.0375061035156,287.5,194.799072265625,3205304
2006-11-27,287.5,291.0,287.5,290.20001220703125,196.62850952148438,2933708
2006-11-28,287.5,289.0,277.7875061035156,287.4624938964844,194.77369689941406,2682960
2006-11-29,290.0,292.20001220703125,287.5,291.13751220703125,197.26370239257812,2603156
2006-11-30,293.20001220703125,301.25,291.5,299.70001220703125,203.0653839111328,6254552
2006-12-01,300.0,300.0,295.3125,297.3374938964844,201.464599609375,3762140
2006-12-04,300.0,302.75,297.5,298.1000061035156,201.98135375976562,2234092
2006-12-05,302.42498779296875,302.42498779296875,296.25,297.9750061035156,201.8965606689453,2116476
2006-12-06,293.04998779296875,301.75,293.04998779296875,299.6499938964844,203.03147888183594,3180856
2006-12-07,301.25,308.61248779296875,296.7749938964844,298.57501220703125,202.30311584472656,2872872
2006-12-08,299.75,299.75,293.3374938964844,294.2250061035156,199.35568237304688,1887268
2006-12-11,293.75,297.25,283.5,293.36248779296875,198.77139282226562,4279432
2006-12-12,292.5,295.0,276.25,280.125,189.80210876464844,5118300
2006-12-13,280.125,285.25,270.0874938964844,280.2124938964844,189.86141967773438,3617220
2006-12-14,276.26251220703125,290.0,276.26251220703125,287.3999938964844,194.73135375976562,2916024
2006-12-15,292.1000061035156,292.1000061035156,287.0,290.04998779296875,196.5268096923828,2305716
2006-12-18,288.75,297.1000061035156,281.0,295.3125,200.09254455566406,2351424
2006-12-19,295.25,295.95001220703125,281.25,285.4624938964844,193.41860961914062,3623628
2006-12-20,287.5,291.9624938964844,278.76251220703125,282.1875,191.19964599609375,3755660
2006-12-21,284.25,287.5,277.75,284.23748779296875,192.5885772705078,2255816
2006-12-22,283.75,290.0,282.0249938964844,288.48748779296875,195.46812438964844,1750016
2006-12-26,288.25,298.6000061035156,288.25,297.8500061035156,201.81192016601562,1797392
2006-12-27,298.75,301.5,295.26251220703125,299.0,202.59109497070312,2394400
2006-12-28,301.3500061035156,305.0,297.0,302.9750061035156,205.28443908691406,2418308
2006-12-29,303.36248779296875,307.3500061035156,300.625,305.5,206.99522399902344,1874468
2007-01-02,307.3500061035156,314.5,304.0,312.125,211.4840545654297,1545060
2007-01-03,313.25,322.0,309.7875061035156,320.0375061035156,216.84523010253906,4384972
2007-01-04,321.25,321.25,312.5249938964844,314.76251220703125,213.2712860107422,3970700
2007-01-05,316.25,317.1499938964844,313.2749938964844,315.75,213.9403076171875,2718740
2007-01-08,314.75,314.75,303.75,310.95001220703125,210.68795776367188,4951892
2007-01-09,311.9750061035156,315.4624938964844,306.3125,314.1000061035156,212.8223419189453,4020568
2007-01-10,311.13751220703125,313.75,307.5,308.8500061035156,209.26512145996094,2931428
2007-01-11,299.7250061035156,324.5,299.7250061035156,319.4125061035156,216.4218292236328,7400664
