Price,z_ret_1,z_ret_2,z_ret_5,z_vol_20,z_ma_10,z_ma_20,z_ma_gap,z_rsi_14,z_vol_z,z_dow,target_h1,target_h5,target_h20,Symbol
2010-12-17,0.05161011540832416,0.012326103345748157,0.2661699122255852,-0.11460765612658257,-1.4259824959325418,-1.4479152047757629,0.7717334893488983,1.6217302535886442,-0.7470775816924069,1.411065583553473,0.002410703949546,0.0108023382444608,0.0411373535074721,SPY
2010-12-20,0.17494394878197314,0.4101652475718824,0.05528426562621563,-0.11479470733555598,-1.423012614390898,-1.4449461673233994,0.7881742459216785,2.0839601494709683,-1.144038685073631,-1.4439205830902457,0.0063202630484475,0.0098234065691338,0.0288728868136676,SPY
2010-12-21,0.5347801573380783,0.17271216980665954,0.13413177858776212,-0.11086309975467304,-1.419180880673476,-1.4414424572275335,0.9586595356641999,1.9419810313121586,-1.581415096167179,-0.7301740414293161,0.0031056477624087,0.0042175904187908,0.0212263030682136,SPY
2010-12-22,0.23890664648113324,0.5421350832233,0.37655305441111164,-0.27431768655504774,-1.4154181027442816,-1.4366638757653505,0.9522773548101838,1.7947093257314066,-1.7926101222310367,-0.01642749976838642,-0.0014324210883636,-0.0004772984807335,0.0203819848977149,SPY
2010-12-23,-0.1787776621886838,0.5910397836050556,0.7193328808368643,-0.34665497856437677,-1.4124420346929978,-1.4330399282807547,0.7834123243490182,1.5530313797343576,-1.8508014935767623,0.6973190418925432,0.0003981445724221,0.0011936421741269,0.0274853574925559,SPY
2010-12-27,-0.010292216585569912,0.045466619490858735,0.3975493676731895,-0.4816316496901585,-1.410263038923272,-1.4285487784923259,0.6691727004164861,1.6953326286094714,-2.000376231497111,-1.4439205830902457,0.0014317722742189,0.0110804935211259,0.0276288486161551,SPY
2010-12-28,0.08484297995810863,-0.14506624063128573,0.3675636383712942,-0.47982921877394946,-1.4079638226152364,-1.4241646564769437,0.603288570258231,1.7150665909395,-1.931519283456306,-0.7301740414293161,0.0007144468981046,0.0090974971432125,0.0300604729114564,SPY
2010-12-29,0.01882028094977857,0.05649324610690981,0.323918380204653,-0.531808716176273,-1.4056879603810952,-1.4193258726395712,0.49386623141093733,1.6477987276446306,-1.786675483183871,-0.01642749976838642,-0.0015892411371156,0.0135674486798755,0.0318110864737626,SPY
2010-12-30,-0.19321139508310625,0.07875212543102733,0.07398541830032138,-0.8166487292190602,-1.4029729154481212,-1.4161141189591229,0.33312307058288676,1.313765814678035,-1.4169885740566268,0.6973190418925432,0.0002385195664968,0.0131958624442898,0.0157829229943953,SPY
2010-12-31,-0.024984118017382224,-0.13384312758945305,-0.13533423418205262,-0.9652800229749307,-1.4010789155215637,-1.4138111748833104,0.2772936002257872,1.0799500560740551,-1.1421199479820905,1.411065583553473,0.0102849959194211,0.0109932105815575,0.0230327894525412,SPY
2011-01-03,0.8996945653667893,-0.1673351641037175,-0.06083604590128454,-0.8674843711521062,-1.3977886679575935,-1.4109241506150174,0.6363690157479013,1.4516780415018005,-0.35609950678197416,-1.4439205830902457,-0.0005512241036944,-0.0005512241036944,0.0286297158957893,SPY
2011-01-04,-0.09767220401987607,0.6682806004566825,0.379965074719144,-0.8709222688477014,-1.394941136541233,-1.4080014424527738,0.5285586785599882,1.3559170787016313,-0.36624712605903087,-0.7301740414293161,0.0051843984347677,0.0035378584546776,0.0272671073825403,SPY
2011-01-05,0.4302350652497077,0.6127046289115936,0.29155401290664906,-0.8617528556402843,-1.3922491125624026,-1.4047238618503681,0.6579918076706712,2.067354845629877,-0.43419118933867074,-0.01642749976838642,-0.0019608273727014,0.0073376284469945,0.0243024729515521,SPY
2011-01-06,-0.2274122291880056,0.25376454319827874,0.4908449274077687,-0.8456705337934087,-1.3903228833000434,-1.4018656656257145,0.4916452339123262,1.6780685276704035,-0.6045070523640197,0.6973190418925432,-0.0019641322962353,0.0076634209341586,0.0290884531918154,SPY
2011-01-07,-0.2277164146789835,0.15456770994070923,0.47427791094271166,-0.8347966478965603,-1.3884803146834424,-1.3994447495206035,0.33836958846821885,1.3752997513077678,-0.0441139461659666,1.411065583553473,-0.0012594387658309,0.0168462464017116,0.0372853448316172,SPY
2011-01-10,-0.1628563520069588,-0.3484898712604552,0.37607360146618823,-0.8486647542884644,-1.3868890492267352,-1.3975505444263738,0.23075533521822897,1.122656768020573,-0.5751134595928414,-1.4439205830902457,0.0035378584546776,0.0198057458455798,0.0430810741016509,SPY
2011-01-11,0.2786873616127064,-0.29913163677401383,-0.13863017707631078,-0.8434555610738307,-1.3849747408925683,-1.3954336407524415,0.32223781146191705,1.00366535321344,-0.7503443851449462,-0.7301740414293161,0.0089841684270846,0.0064141246466435,0.0372777554002823,SPY
2011-01-12,0.7799662735091643,0.08805536193908725,0.04367985376954985,-0.7832815265104528,-1.3817921029049478,-1.3926912528100832,0.6306565137325925,1.247412793269461,-0.7757235154903097,-0.01642749976838642,-0.0016350348855374,-0.0038963644774474,0.0286716580440877,SPY
2011-01-13,-0.19742625624540525,0.8089201733462691,0.21309100519963273,-0.8153106318083135,-1.3786215524053955,-1.3897342893050866,0.4762726822063995,1.2188033946230143,-0.3998780516272409,0.6973190418925432,0.0072186931713176,0.0,0.0362592310512477,SPY
2011-01-14,0.6174717552619999,0.44489247178597235,0.22761632659785955,-0.8010071389394638,-1.374374168520043,-1.3866488159642534,0.6999580089367451,1.4258043196733232,-0.5766180957974053,1.411065583553473,0.0017000606780372,-0.0015477416648401,0.0314416710373626,SPY
2011-01-18,0.10953627134656008,0.3206521565020453,0.637028748661616,-0.8019093046979959,-1.371418956144529,-1.3835110540632387,0.684405001251119,1.4337583145674044,-0.6100951323832151,-0.7301740414293161,-0.0098537627442585,-0.0027061666468561,0.0265890559959416,SPY
2011-01-19,-0.9538787863190908,0.5553500504357294,0.7689767901104856,-0.6698017052588451,-1.3698994541996556,-1.381317026556199,0.19929490010598236,0.5309811314722905,0.04357386684920215,-0.01642749976838642,-0.0013263206970064,0.0110109926669226,0.0427381686733729,SPY
2011-01-20,-0.16901217160867923,-0.6460756272640844,0.17191697559156055,-0.6870341180897773,-1.369373017920618,-1.3797000500524792,0.09754213925395307,0.5482236276769719,0.46003797688433407,0.6973190418925432,0.00226132959191,0.0148023738243399,0.0470484236303514,SPY
2011-01-21,0.16119551803888893,-0.8590486355102316,-0.2877718576408249,-0.6895817520622011,-1.3682005077837955,-1.3781432221291328,0.1505649796968418,0.6209821076107712,0.029642046308197847,1.411065583553473,0.0056709515064774,-0.0050763603840531,0.0468709915403877,SPY
2011-01-24,0.47501745839335885,-0.006483363568459048,-0.11405408160429423,-0.6776278602343863,-1.3658554637158815,-1.376039336800431,0.33431388785902144,0.4542027465015114,-0.6207269186238631,-1.4439205830902457,0.0005416356960212,-0.0032589258658877,0.0209255983937355,SPY
2011-01-25,0.0029147207112376573,0.48592982763801745,-0.183059494586409,-0.6778635680140387,-1.3632352746316891,-1.3739234731595884,0.2984035633251106,0.5177072814878076,0.33953941549402755,-0.7301740414293161,0.0038633965695202,0.0120813608007601,0.0142208417414249,SPY
2011-01-26,0.30864992210152903,0.3649112457467362,-0.2347073865497435,-0.6725795400567326,-1.3605553024495254,-1.371615275123511,0.3995833517546491,0.467269540009106,-0.12801073807999858,-0.01642749976838642,0.0024650604604108,0.0063041316142964,0.0096702864821631,SPY
2011-01-27,0.1799469274517224,0.23770969221206611,0.3768664082841327,-0.6724444491496934,-1.3588683483446604,-1.369168758663661,0.4371218589917397,0.7195363797286338,-0.4333505957502241,0.6973190418925432,-0.0176174046164829,0.0060588351576651,0.017841320905215,SPY
2011-01-28,-1.6684451569038456,0.3730652563141862,0.5459035470286132,-0.4095576236678361,-1.3596460401950556,-1.3679665700696113,-0.3459936261273905,-0.2708148698465271,2.4364883876044243,1.411065583553473,0.0074883860246428,0.0265013926417099,0.0416360765720442,SPY
2011-01-31,0.6422943123228423,-1.1385852203394533,-0.34038148022983983,-0.38231070931001837,-1.3603878502895335,-1.3662053457580658,-0.07751963553135353,0.0747144259205819,0.01209469787143767,-1.4439205830902457,0.0158819223626691,0.0252457659606335,0.0173342446135924,SPY
2011-02-01,1.414836232229339,-0.7850829269284599,-0.25935192449522,-0.300991287612383,-1.3589282028254361,-1.3639872899003256,0.5400005627392914,0.44132442725018206,0.3342137538222114,-0.7301740414293161,-0.0019138326169434,0.0139001341021671,0.0035888531148939,SPY
2011-02-02,-0.22308682719095424,1.5723372250073875,0.4245883226037184,-0.29674806096086376,-1.3562481592604685,-1.3618774094383517,0.39903047787102314,0.09987574297898588,-0.488441591387959,-0.01642749976838642,0.0022197640037795,0.0135485064724196,0.0225801624308656,SPY
2011-02-03,0.15736981717060272,0.9106827472211161,0.16701298237700116,-0.3052343703173823,-1.3530177899715419,-1.3599899645592075,0.44197014417046554,0.24497696874791366,-0.011417616226371483,0.6973190418925432,0.0028251528675617,0.0117068135395301,0.0128400197537938,SPY
2011-02-04,0.2130898684435669,-0.05075290950801888,0.15607654273890365,-0.3103914709585589,-1.3496916606516554,-1.3577298172473293,0.5007162088580659,0.10919837696738668,-0.19098300693335155,1.411065583553473,0.0062327593435664,0.0148341987935909,0.0021327996494964,SPY
2011-02-07,0.5267263076321422,0.28273975701201737,1.0674993942668225,-0.3057425740427382,-1.3462579336525526,-1.3548265230360996,0.6887879993302347,0.25410344420079345,-0.5510834423025462,-1.4439205830902457,0.0045362905042027,0.0110025726074569,0.0046118200294014,SPY
2011-02-08,0.3705831468185013,0.5651429255749498,1.0115178053186498,-0.30830582277643365,-1.3421900061353214,-1.3514663673926668,0.7915581132216347,0.9001398227234854,-0.7632007739564648,-0.7301740414293161,-0.0022654602466909,0.0033137277398704,-0.0013586301341765,SPY
2011-02-09,-0.2554506692281451,0.6855593849821434,0.5056775674276603,-0.2988321642090845,-1.3390792268366067,-1.3485570541393586,0.6129416278750152,0.8410819720648613,0.09021001629490294,-0.01642749976838642,0.00037807107089,0.0118745379197342,-0.017772426697153,SPY
2011-02-10,-0.012139783664370588,0.08752127722801942,0.4900003970329775,-0.3301798712790772,-1.3362915142096197,-1.346308950888839,0.567148050589742,0.7967303028571384,0.38239171926911447,0.6973190418925432,0.0059525381216225,0.0144804011088162,-0.0112479778778817,SPY
2011-02-11,0.5009347184758142,-0.20510162514739116,0.4078892900522064,-0.3252390569074712,-1.3298426489714237,-1.3434597144894835,0.7454709313624676,0.80801661819876,-0.021752630490926333,1.411065583553473,0.0024011331574325,0.01061176048914,-0.0232567927343954,SPY
